seed,deadlock_found,new_constraints,total_constraints,iterations,trains_completed,trains_per_hr,avg_wait_time,cpu_time
1,0,0,0,1,396,2.3571,0.0624,0.064
2,0,0,0,1,338,2.0119,0.0429,0.064
3,0,0,0,1,310,1.8452,0.0400,0.054
4,0,0,0,1,326,1.9405,0.0522,0.059
5,1,1,1,2,325,1.9345,0.0521,0.091
6,0,0,1,1,360,2.1429,0.0560,0.061
7,0,0,1,1,337,2.0060,0.0432,0.056
8,0,0,1,1,315,1.8750,0.0390,0.055
9,0,0,1,1,341,2.0298,0.0441,0.060
10,0,0,1,1,391,2.3274,0.0631,0.069
11,0,0,1,1,330,1.9643,0.0523,0.056
12,0,0,1,1,360,2.1429,0.0471,0.060
13,0,0,1,1,333,1.9821,0.0550,0.061
14,0,0,1,1,327,1.9464,0.0455,0.054
15,0,0,1,1,328,1.9524,0.0472,0.056
16,0,0,1,1,344,2.0476,0.0458,0.061
17,0,0,1,1,322,1.9167,0.0434,0.059
18,0,0,1,1,351,2.0893,0.0479,0.060
19,0,0,1,1,344,2.0476,0.0551,0.058
20,0,0,1,1,304,1.8095,0.0411,0.049
21,0,0,1,1,342,2.0357,0.0455,0.063
22,0,0,1,1,321,1.9107,0.0464,0.055
23,1,1,2,2,316,1.8810,0.0476,0.071
24,0,0,2,1,314,1.8690,0.0429,0.051
25,0,0,2,1,347,2.0655,0.0546,0.066
26,0,0,2,1,359,2.1369,0.0536,0.060
27,0,0,2,1,304,1.8095,0.0417,0.051
28,0,0,2,1,357,2.1250,0.0477,0.068
29,0,0,2,1,306,1.8214,0.0522,0.054
30,0,0,2,1,355,2.1131,0.0574,0.065
31,0,0,2,1,356,2.1190,0.0461,0.061
32,0,0,2,1,363,2.1607,0.0512,0.060
33,0,0,2,1,313,1.8631,0.0462,0.059
34,0,0,2,1,340,2.0238,0.0574,0.060
35,0,0,2,1,334,1.9881,0.0531,0.056
36,0,0,2,1,338,2.0119,0.0497,0.056
37,0,0,2,1,353,2.1012,0.0560,0.063
38,0,0,2,1,304,1.8095,0.0475,0.055
39,0,0,2,1,340,2.0238,0.0445,0.059
40,0,0,2,1,353,2.1012,0.0610,0.061
41,0,0,2,1,338,2.0119,0.0528,0.060
42,0,0,2,1,335,1.9940,0.0518,0.059
43,0,0,2,1,337,2.0060,0.0485,0.060
44,0,0,2,1,347,2.0655,0.0494,0.060
45,0,0,2,1,336,2.0000,0.0458,0.057
46,0,0,2,1,354,2.1071,0.0558,0.061
47,1,1,3,2,327,1.9464,0.0430,0.109
48,0,0,3,1,347,2.0655,0.0508,0.064
49,0,0,3,1,316,1.8810,0.0432,0.056
50,0,0,3,1,323,1.9226,0.0405,0.060
51,0,0,3,1,326,1.9405,0.0534,0.059
52,0,0,3,1,346,2.0595,0.0461,0.057
53,0,0,3,1,353,2.1012,0.0488,0.063
54,0,0,3,1,300,1.7857,0.0468,0.055
55,0,0,3,1,336,2.0000,0.0464,0.065
56,0,0,3,1,338,2.0119,0.0533,0.057
57,0,0,3,1,359,2.1369,0.0584,0.061
58,0,0,3,1,344,2.0476,0.0544,0.059
59,0,0,3,1,305,1.8155,0.0357,0.050
60,0,0,3,1,328,1.9524,0.0530,0.053
61,0,0,3,1,325,1.9345,0.0589,0.058
62,0,0,3,1,322,1.9167,0.0448,0.057
63,0,0,3,1,310,1.8452,0.0397,0.053
64,0,0,3,1,328,1.9524,0.0522,0.057
65,0,0,3,1,318,1.8929,0.0444,0.060
66,0,0,3,1,328,1.9524,0.0452,0.066
67,0,0,3,1,340,2.0238,0.0521,0.062
68,0,0,3,1,327,1.9464,0.0496,0.058
69,0,0,3,1,334,1.9881,0.0473,0.059
70,0,0,3,1,335,1.9940,0.0554,0.063
71,0,0,3,1,339,2.0179,0.0465,0.057
